transaction_id,store_id,event_time,customer_id,product_id,quantity,unit_price,total_amount,payment_method,discount_applied,tax_amount
325,3,2024-03-11 02:50:22,17,5,5,172.62,863.1,cash,0,69.05
326,2,2024-04-16 02:12:16,98,37,4,82.27,329.08,cash,0,26.33
327,1,2024-04-24 01:18:44,2,50,1,83.74,83.74,paypal,0,6.7
328,5,2024-03-18 06:41:52,37,14,1,294.63,294.63,apple_pay,0,23.57
329,4,2024-05-16 06:40:28,11,50,4,83.74,318.21,apple_pay,0.05,25.46
330,1,2024-02-23 21:05:36,40,35,5,268.12,1340.6,credit_card,0,107.25
331,3,2024-04-14 03:45:33,51,33,2,304.8,609.6,apple_pay,0,48.77
332,4,2024-05-15 16:03:56,94,41,1,265.92,265.92,debit_card,0,21.27
333,1,2024-03-25 08:50:25,59,4,2,91.69,183.38,apple_pay,0,14.67
334,2,2024-05-09 08:09:20,16,39,1,337.57,337.57,credit_card,0,27.01
335,2,2024-01-03 04:53:51,64,46,2,48.17,81.89,paypal,0.15,6.55
336,2,2024-02-20 08:10:42,48,34,5,218.37,928.07,debit_card,0.15,74.25
337,1,2024-01-23 22:11:03,43,48,3,148.38,378.37,cash,0.15,30.27
338,5,2024-02-21 01:26:03,81,18,5,306.32,1531.6,credit_card,0,122.53
339,1,2024-03-10 22:17:56,64,32,4,114.12,410.83,apple_pay,0.1,32.87
340,1,2024-02-19 12:55:37,74,11,3,161.77,485.31,credit_card,0,38.82
341,1,2024-01-09 13:13:53,32,15,5,323.83,1619.15,credit_card,0,129.53
342,2,2024-01-30 03:26:42,5,31,3,349.79,996.9,apple_pay,0.05,79.75
343,2,2024-03-03 11:42:21,54,46,4,48.17,192.68,paypal,0,15.41
344,1,2024-03-13 09:24:43,65,18,1,306.32,275.69,credit_card,0.1,22.06
345,4,2024-01-09 22:02:33,9,12,2,68.06,122.51,cash,0.1,9.8
346,5,2024-01-17 18:35:08,59,19,3,121.59,364.77,credit_card,0,29.18
347,3,2024-04-19 11:31:47,95,24,2,37.92,75.84,apple_pay,0,6.07
348,4,2024-04-24 21:28:46,99,16,4,109.75,439.0,debit_card,0,35.12
349,1,2024-01-30 05:41:24,53,47,5,163.53,817.65,credit_card,0,65.41
350,1,2024-05-03 11:42:13,43,15,5,323.83,1619.15,credit_card,0,129.53
351,3,2024-05-21 05:04:03,14,49,4,229.23,779.38,debit_card,0.15,62.35
352,1,2024-04-05 13:01:14,19,34,2,218.37,414.9,paypal,0.05,33.19
353,4,2024-04-10 22:15:12,90,6,1,172.45,172.45,paypal,0,13.8
354,5,2024-01-19 13:25:16,18,30,1,331.65,298.49,cash,0.1,23.88
355,4,2024-01-13 02:15:33,85,5,5,172.62,776.79,debit_card,0.1,62.14
356,4,2024-03-02 04:02:52,90,16,3,109.75,329.25,paypal,0,26.34
357,1,2024-02-15 08:42:26,26,21,4,48.4,193.6,debit_card,0,15.49
358,1,2024-01-31 04:15:56,22,50,5,83.74,418.7,cash,0,33.5
359,5,2024-01-24 10:40:26,46,30,3,331.65,945.2,debit_card,0.05,75.62
360,1,2024-02-21 11:01:35,12,29,3,100.53,286.51,debit_card,0.05,22.92
361,5,2024-05-15 07:41:12,6,44,3,53.9,137.44,debit_card,0.15,11.0
362,2,2024-05-18 02:14:01,46,21,2,48.4,96.8,cash,0,7.74
363,3,2024-02-28 00:41:55,23,33,1,304.8,259.08,credit_card,0.15,20.73
364,5,2024-05-25 06:17:53,32,26,4,123.67,445.21,credit_card,0.1,35.62
365,1,2024-01-24 14:00:47,8,30,1,331.65,331.65,debit_card,0,26.53
366,1,2024-03-13 06:45:46,75,9,2,306.24,581.86,apple_pay,0.05,46.55
367,2,2024-01-13 12:27:41,83,17,1,195.42,195.42,cash,0,15.63
368,1,2024-01-24 19:01:13,60,9,1,306.24,306.24,credit_card,0,24.5
369,4,2024-05-20 16:05:32,64,11,5,161.77,768.41,credit_card,0.05,61.47
370,2,2024-03-09 17:29:42,24,25,4,250.8,1003.2,paypal,0,80.26
371,5,2024-01-07 17:28:41,80,18,4,306.32,1225.28,apple_pay,0,98.02
372,5,2024-03-21 00:01:22,62,16,3,109.75,312.79,credit_card,0.05,25.02
373,4,2024-01-27 15:33:58,26,6,3,172.45,491.48,apple_pay,0.05,39.32
374,3,2024-03-15 06:34:12,62,16,5,109.75,548.75,apple_pay,0,43.9
375,3,2024-04-07 13:19:20,50,32,3,114.12,308.12,paypal,0.1,24.65
376,2,2024-04-25 22:45:50,4,12,1,68.06,68.06,paypal,0,5.44
377,5,2024-03-10 09:45:28,30,4,4,91.69,330.08,debit_card,0.1,26.41
378,3,2024-02-16 19:51:12,69,7,2,152.9,259.93,credit_card,0.15,20.79
379,3,2024-03-16 10:10:48,23,49,2,229.23,412.61,debit_card,0.1,33.01
380,3,2024-05-23 07:49:08,76,16,5,109.75,548.75,credit_card,0,43.9
381,2,2024-04-19 10:35:47,73,46,3,48.17,130.06,debit_card,0.1,10.4
382,4,2024-02-04 02:09:13,5,32,5,114.12,570.6,credit_card,0,45.65
383,1,2024-02-12 11:43:24,68,4,2,91.69,165.04,cash,0.1,13.2
384,2,2024-02-09 02:53:31,44,1,3,280.53,757.43,debit_card,0.1,60.59
385,5,2024-01-29 16:23:16,91,21,1,48.4,48.4,debit_card,0,3.87
386,1,2024-03-11 20:30:35,48,50,1,83.74,75.37,cash,0.1,6.03
387,3,2024-02-28 14:19:39,18,38,1,321.21,321.21,debit_card,0,25.7
388,3,2024-04-04 14:30:59,23,47,4,163.53,556.0,apple_pay,0.15,44.48
389,5,2024-02-13 08:21:38,23,45,5,333.04,1665.2,cash,0,133.22
390,1,2024-02-04 12:10:50,90,20,3,338.22,1014.66,apple_pay,0,81.17
391,5,2024-02-05 08:33:44,41,26,5,123.67,618.35,apple_pay,0,49.47
392,2,2024-04-06 08:23:23,43,15,5,323.83,1619.15,credit_card,0,129.53
393,1,2024-02-02 14:24:43,91,16,3,109.75,329.25,paypal,0,26.34
394,2,2024-02-10 17:11:58,89,29,1,100.53,100.53,credit_card,0,8.04
395,1,2024-05-19 21:22:14,7,23,3,300.53,901.59,cash,0,72.13
396,4,2024-03-21 09:28:08,49,29,4,100.53,402.12,paypal,0,32.17
397,5,2024-04-03 02:34:54,84,35,4,268.12,1072.48,debit_card,0,85.8
398,3,2024-01-07 11:42:53,3,11,4,161.77,647.08,paypal,0,51.77
399,2,2024-03-07 08:56:30,49,17,1,195.42,195.42,debit_card,0,15.63
400,3,2024-01-19 01:53:57,77,47,1,163.53,147.18,apple_pay,0.1,11.77
401,2,2024-05-06 22:09:38,78,31,1,349.79,332.3,cash,0.05,26.58
402,2,2024-03-05 07:00:45,25,11,1,161.77,161.77,cash,0,12.94
403,5,2024-05-21 17:55:31,34,45,5,333.04,1415.42,paypal,0.15,113.23
404,4,2024-01-10 15:19:04,74,20,2,338.22,676.44,apple_pay,0,54.12
405,1,2024-03-11 01:35:04,55,32,2,114.12,228.24,credit_card,0,18.26
406,1,2024-02-08 18:33:07,4,19,5,121.59,577.55,debit_card,0.05,46.2
407,1,2024-04-01 22:59:57,40,11,3,161.77,485.31,cash,0,38.82
408,1,2024-02-21 11:00:36,83,31,4,349.79,1189.29,apple_pay,0.15,95.14
409,3,2024-03-15 01:39:48,24,25,2,250.8,501.6,cash,0,40.13
410,3,2024-03-31 07:19:37,29,3,3,28.35,80.8,paypal,0.05,6.46
411,1,2024-05-26 01:40:11,11,37,1,82.27,82.27,paypal,0,6.58
412,5,2024-02-14 04:17:10,8,35,4,268.12,965.23,cash,0.1,77.22
413,4,2024-05-13 09:58:07,74,34,4,218.37,786.13,debit_card,0.1,62.89
414,1,2024-03-17 15:55:18,65,31,3,349.79,1049.37,apple_pay,0,83.95
415,2,2024-04-30 10:40:56,16,34,5,218.37,928.07,cash,0.15,74.25
416,2,2024-02-07 10:10:07,6,12,2,68.06,136.12,cash,0,10.89
417,2,2024-05-01 19:05:09,77,6,4,172.45,689.8,paypal,0,55.18
418,5,2024-03-16 08:40:23,51,21,1,48.4,48.4,apple_pay,0,3.87
419,1,2024-03-29 23:10:01,90,21,3,48.4,130.68,apple_pay,0.1,10.45
420,4,2024-01-22 20:22:32,20,38,5,321.21,1525.75,debit_card,0.05,122.06
421,1,2024-05-27 06:17:41,14,37,5,82.27,370.21,apple_pay,0.1,29.62
422,3,2024-04-14 00:13:58,53,50,1,83.74,83.74,paypal,0,6.7
423,4,2024-04-28 05:58:09,5,25,4,250.8,902.88,debit_card,0.1,72.23
424,5,2024-04-30 01:13:41,88,18,4,306.32,1225.28,cash,0,98.02
425,2,2024-05-14 02:01:38,7,3,4,28.35,113.4,cash,0,9.07
426,3,2024-03-06 14:34:12,40,18,3,306.32,918.96,paypal,0,73.52
427,3,2024-01-27 02:16:54,96,32,1,114.12,114.12,cash,0,9.13
428,4,2024-05-21 12:27:05,78,50,3,83.74,251.22,credit_card,0,20.1
429,4,2024-03-20 01:33:05,98,13,4,332.27,1329.08,apple_pay,0,106.33
430,1,2024-01-31 20:51:55,40,24,1,37.92,34.13,apple_pay,0.1,2.73
431,1,2024-04-20 10:12:18,23,26,2,123.67,222.61,debit_card,0.1,17.81
432,4,2024-01-07 10:07:20,7,13,1,332.27,332.27,paypal,0,26.58
433,4,2024-03-12 12:38:39,65,46,2,48.17,96.34,cash,0,7.71
434,2,2024-01-06 22:26:05,48,41,1,265.92,226.03,cash,0.15,18.08
435,5,2024-04-02 03:42:49,71,39,4,337.57,1350.28,paypal,0,108.02
436,1,2024-05-25 10:24:42,37,23,2,300.53,601.06,credit_card,0,48.08
437,2,2024-04-21 02:54:57,29,25,1,250.8,250.8,debit_card,0,20.06
438,4,2024-05-06 12:37:01,66,44,2,53.9,107.8,credit_card,0,8.62
439,2,2024-01-26 16:37:42,77,50,1,83.74,79.55,credit_card,0.05,6.36
440,3,2024-02-29 07:32:43,55,15,3,323.83,874.34,cash,0.1,69.95
441,4,2024-02-12 08:55:40,39,23,4,300.53,1202.12,apple_pay,0,96.17
442,1,2024-01-20 20:48:32,66,40,4,279.88,1007.57,paypal,0.1,80.61
443,3,2024-02-24 21:22:11,88,36,5,209.16,941.22,credit_card,0.1,75.3
444,3,2024-02-23 16:30:19,36,31,1,349.79,349.79,paypal,0,27.98
445,5,2024-01-30 02:43:16,98,42,3,23.38,70.14,debit_card,0,5.61
446,3,2024-05-08 06:17:39,88,4,5,91.69,435.53,debit_card,0.05,34.84
447,3,2024-04-06 13:55:31,34,47,1,163.53,139.0,cash,0.15,11.12
448,5,2024-01-07 20:35:54,91,26,4,123.67,420.48,apple_pay,0.15,33.64
449,2,2024-05-18 12:32:30,88,13,3,332.27,847.29,apple_pay,0.15,67.78
450,5,2024-03-10 14:43:03,39,41,4,265.92,904.13,debit_card,0.15,72.33
451,1,2024-02-27 01:07:58,61,43,5,116.23,581.15,debit_card,0,46.49
452,2,2024-04-18 13:16:34,88,48,3,148.38,378.37,paypal,0.15,30.27
453,2,2024-03-09 23:44:26,96,42,1,23.38,23.38,paypal,0,1.87
454,5,2024-02-20 14:17:38,38,27,3,192.94,578.82,cash,0,46.31
455,5,2024-05-03 04:30:11,75,8,4,44.5,178.0,apple_pay,0,14.24
456,1,2024-04-07 04:23:37,88,5,4,172.62,690.48,cash,0,55.24
457,2,2024-01-11 11:56:49,18,34,3,218.37,622.35,debit_card,0.05,49.79
458,2,2024-03-29 20:26:14,41,22,4,172.28,620.21,debit_card,0.1,49.62
459,2,2024-03-05 14:09:56,41,50,1,83.74,79.55,credit_card,0.05,6.36
460,2,2024-02-10 15:47:33,74,1,4,280.53,1122.12,debit_card,0,89.77
461,4,2024-04-29 07:40:59,82,32,1,114.12,114.12,cash,0,9.13
462,1,2024-03-15 10:23:02,5,26,4,123.67,469.95,apple_pay,0.05,37.6
463,5,2024-03-03 13:37:19,25,13,3,332.27,996.81,credit_card,0,79.74
464,2,2024-05-22 10:50:20,29,44,1,53.9,45.81,paypal,0.15,3.66
465,5,2024-03-15 11:28:29,76,20,2,338.22,676.44,paypal,0,54.12
466,3,2024-02-27 21:43:23,59,11,1,161.77,161.77,apple_pay,0,12.94
467,2,2024-03-25 05:01:35,44,39,5,337.57,1687.85,cash,0,135.03
468,1,2024-03-19 07:56:28,30,23,2,300.53,601.06,debit_card,0,48.08
469,1,2024-05-22 13:02:42,76,47,2,163.53,327.06,apple_pay,0,26.16
470,1,2024-05-18 02:00:47,49,11,1,161.77,161.77,paypal,0,12.94
471,5,2024-01-10 10:25:53,7,50,5,83.74,376.83,credit_card,0.1,30.15
472,1,2024-05-13 22:28:00,54,42,1,23.38,23.38,cash,0,1.87
473,4,2024-02-19 01:50:44,90,25,1,250.8,225.72,debit_card,0.1,18.06
474,1,2024-03-22 17:24:11,85,14,1,294.63,294.63,apple_pay,0,23.57
475,2,2024-05-16 01:37:17,54,18,5,306.32,1378.44,credit_card,0.1,110.28
476,1,2024-02-24 21:30:32,14,33,5,304.8,1524.0,cash,0,121.92
477,3,2024-05-31 01:33:04,67,13,5,332.27,1661.35,debit_card,0,132.91
478,1,2024-02-01 03:23:42,71,23,4,300.53,1202.12,cash,0,96.17
479,1,2024-02-15 12:52:25,2,14,4,294.63,1178.52,credit_card,0,94.28
480,2,2024-04-05 22:41:30,12,8,5,44.5,189.12,apple_pay,0.15,15.13
481,2,2024-05-05 02:49:37,59,5,1,172.62,172.62,paypal,0,13.81
482,2,2024-01-20 09:08:35,6,17,4,195.42,781.68,paypal,0,62.53
483,1,2024-05-23 09:50:48,13,24,3,37.92,108.07,credit_card,0.05,8.65
484,2,2024-05-05 16:09:51,43,1,2,280.53,476.9,paypal,0.15,38.15
485,1,2024-05-22 08:20:39,48,29,5,100.53,502.65,paypal,0,40.21
486,4,2024-03-18 17:18:04,35,12,1,68.06,64.66,cash,0.05,5.17
487,2,2024-05-05 23:50:37,15,45,4,333.04,1265.55,debit_card,0.05,101.24
488,4,2024-01-21 03:20:17,76,45,1,333.04,333.04,cash,0,26.64
489,4,2024-04-28 16:58:20,100,37,4,82.27,329.08,paypal,0,26.33
490,2,2024-05-21 05:21:50,62,40,1,279.88,237.9,cash,0.15,19.03
491,1,2024-01-09 22:14:47,34,8,4,44.5,169.1,paypal,0.05,13.53
492,5,2024-04-21 23:22:44,29,1,5,280.53,1192.25,paypal,0.15,95.38
493,5,2024-05-16 00:56:25,13,34,5,218.37,928.07,cash,0.15,74.25
494,4,2024-03-08 03:18:33,20,43,2,116.23,220.84,apple_pay,0.05,17.67
495,2,2024-05-04 22:27:19,65,40,1,279.88,279.88,cash,0,22.39
496,4,2024-05-25 21:55:03,42,32,2,114.12,228.24,debit_card,0,18.26
497,2,2024-04-08 10:27:42,71,22,3,172.28,516.84,cash,0,41.35
498,4,2024-03-30 03:32:09,74,26,2,123.67,247.34,cash,0,19.79
499,1,2024-03-02 08:57:12,64,6,4,172.45,655.31,credit_card,0.05,52.42
500,5,2024-01-07 22:59:20,71,7,4,152.9,581.02,credit_card,0.05,46.48
